log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000029924,08-30-2026 03:49:34 AM,LPT-10567,999.999.999.999,130.236.208.187,8080,,other,allow,16257562,35539310,SID684055,0,MONITOR_DB_ACCESS,CN
FW000022608,1788801033,VDR-12880,999.999.999.999,192.168.134.65,1433,53,tcp,allow,40442671,36579902,SID366552,False,ALLOW_INTERNAL_DNS,RU
FW000006057,17/08/2026 13:45,LPT-10989,192.168.132.50,UNKNOWN,-3,3389,udp,allow,19077809,32758220,sid742703,False,UNKNOWN,CN
FW000027206,2026-08-23 19:15:57,WS-11006,192.168.147.135,77.143.226.175,8080,0,other,allow,13710766,39579299,SID897767,no,ALLOW_INTERNAL_DNS,IN
FW000026720,2026-08-07T04:41:31,LPT-12249,10.25.56,192.168.210.48,,1433,udp,allow,12497949,21441995,NA,False,UNKNOWN,RU
FW000018224,01/09/2026 11:17,WS-12544,192.168.41.,UNKNOWN,1433,84210,tcp,allow,9699313,3544119,SID871973,N,MONITOR_DB_ACCESS,unknown
FW000021716,21/08/2026,WS-10476,999.999.999.999,192.168.119.204,445,445,tcp,deny,11180320,43893305,SID225640,False,NA,US
FW000016814,04-Sep-2026 05:38:03,WS-12478,192.232.94.147,,3389,,tcp,allow,6852536,16128608,SID517377,no,allow_office_apps,RU
FW000022160,2026-08-06 05:34:03,VDR-12168,172.16.149.239,145.163.65.50,445,53,icmp,allow,4304678,38580774,SID835247,True,NA,IN
FW000009449,29-Aug-2026 20:35:10,WS-11211,172.16.11.80,,22,135,udp,allow,4168324,39256710,SID968220,False,,RU
FW000005386,25-Aug-2026 07:07:49,LPT-11742,10.12.247,172.16.114.234,8443,443,tcp,allow,7156923,17208950,SID179702,False,,
FW000024156,2026-08-01 03:33:31,VDR-11636,172.16.149.164,222.219.105.66,53,3389,tcp,allow,32215120,14183990,SID-971480,False,UNKNOWN,unknown
FW000004319,2026-08-06T04:32:34,WS-12179,192.168.217.58,10.160.198,NA,NA,other,allow,7107478,7180144,SID256417,False,BLOCK_EXTERNAL_RDP,
FW000012573,09/09/2026 20:52,VDR-10343,10.56.212,10.61.138.,NA,NA,other,allow,30845802,14569571,SID422944,False,NA,IN
FW000018633,17/08/2026 12:59,,192.168.179.213,UNKNOWN,443,135,other,allow,45434798,44233675,SID496535,False,ALLOW_INTERNAL_DNS,unknown
FW000002653,1785841130,,192.168.41.50,134-116.190.28,135,,tcp,deny,21829554,-7788112,,no,MONITOR_DB_ACCESS,
FW000006018,2026/08/05,VDR-10792,32.72.130.214,135.111.76.83.0,NA,8080,other,allow,37680572,,SID347873,N,block_tor_exit,unknown
FW000022936,,LPT-10818,,172.16.138.69,,3389,other,deny,43484446,38067392,SID859861,False,MONITOR_DB_ACCESS,IN
FW000022329,2026-09-09 06:57:30,WS-10635,10.34.182.0,10.30.89,-5,,tcp,deny,36784117,NA,,False,NA,RU
FW000025726,08-10-2026 11:28:15 PM,WS-10826,999.999.999.999,10.80.29,3306,NA,other,deny,19846524,NA,SID220641,0,UNKNOWN,IN
FW000018246,04/08/2026 10:26,WS-10870,172.16.201.161,20.66.16.163,,8443,tcp,deny,17956446,15397785,SID169451,False,allow_office_apps,US
FW000021463,2026/08/24,WS-11648,105.63.234.58,172.16.208.248,3389,-2,udp,allow,21542322,44876108,SID667230,0,allow_office_apps,US
FW000006474,,LPT-11998,110.101.94.129,192.168.208.86,22,78726,tcp,allow,44071941,9677955,sid890130,N,,IN
FW000019886,20-Aug-2026 18:50:27,,118.54.175.,192.168.239.43,1433,22,tcp,allow,7340625,,SID-927865,False,block_tor_exit,US
FW000000114,2026/08/15,LPT-11403,10.125.163,172.16.152.,22,80,tcp,deny,35661598,22104279,SID856879,False,allow_office_apps,IN
FW000014963,08/08/2026,VDR-10710,10-206.154,172.16.52.72,,8080,udp,deny,26071089,46522234,SID569473,False,,IN
FW000000473,2026/09/01,LPT-11627,10.199.115,,22,80,tcp,allow,35939533,13291841,NA,0,,unknown
FW000018375,1786925273,WS-11076,,10.2.228,3389,25,tcp,allow,NA,145199,SID681422,False,allow_office_apps,CN
FW000020185,1785583902,WS-11374,161.77.144.52,192.168.107.158,NA,,icmp,allow,NA,30402980,NA,False,DENY_TELNET,US
FW000020702,2026-09-09T13:37:30,LPT-12779,192.168.26.223,172.16.186.42,-3,25,udp,allow,40625059,18154021,SID429613,False,MONITOR_DB_ACCESS,RU
FW000029989,09-03-2026 05:49:07 AM,WS-11198,172.16.157.66,71.165.33.204,,1433,tcp,allow,,25937982,sid323959,no,UNKNOWN,US
FW000027316,10/08/2026 08:47,VDR-12983,29.74.163.174,192.168.84.69.0,25,3306,tcp,allow,35889875,24284898,SID955493,False,ALLOW_INTERNAL_DNS,US
FW000016641,09-06-2026 09:11:18 AM,WS-12391,999.999.999.999,169.43.58.240,-5,443,tcp,allow,17492090,46108170,SID691628,False,UNKNOWN,RU
FW000005867,2026-08-28 17:31:05,LPT-12871,172.16.22.149,218.189.215.57,1433,22,tcp,allow,44940851,28290580,SID-863293,N,ALLOW_INTERNAL_DNS,CN
FW000026649,2026-08-04T03:46:04,VDR-10539,10.203.176,113.57.223.120,22,22,other,allow,,43193281,SID485304,False,,CN
FW000024515,2026/08/01,VDR-11731,43.218.184.,10.118.125,22,-4,tcp,allow,33934939,29441865,SID764747,False,,IN
FW000029572,09-02-2026 12:51:56 AM,LPT-12144,192.168.161.221,UNKNOWN,-5,445,tcp,allow,47537070,49730548,,False,,CN
FW000010120,,VDR-12979,,999.999.999.999,8080,135,other,allow,1655498,-9680565,SID241998,0,UNKNOWN,IN
FW000014274,,VDR-12577,192.168.230.47,192.168.88.23,,NA,other,allow,NA,NA,sid748573,False,MONITOR_DB_ACCESS,RU
FW000029993,2026/08/14,WS-10996,222.223.205.74,172.16.247.129,8080,1433,other,allow,5379247,23950932,SID283794,N,NA,US
FW000000849,,WS-11365,192.168.115.211,64.9.163.89,3306,3306,other,allow,32510395,-47363229,,0,ALLOW_WEB,unknown
FW000005050,05/09/2026 20:23,VDR-10795,172.16.237.31,10.222.234,,1433,tcp,deny,40727253,21590917,SID189803,True,block_tor_exit,US
FW000022059,1788022099,WS-12477,214.226.167.234,179.175.152.232,NA,443,udp,allow,,38952683,SID103911,N,BLOCK_EXTERNAL_RDP,IN
FW000004572,2026-09-06 10:01:03,LPT-12852,10.245.26.0,192.168.141.,1433,80,udp,allow,21109197,1356839,NA,False,block_tor_exit,unknown
FW000016304,09-Sep-2026 15:58:20,LPT-12635,172.16.225.243,217.231.166.143,8443,8080,tcp,allow,-23028631,17631265,,yes,ALLOW_WEB,RU
FW000027226,2026-08-11 04:27:10,WS-11296,16.183.150.,10-32.43,445,1433,udp,allow,29698225,30503075,SID563447,False,MONITOR_DB_ACCESS,US
FW000016666,,LPT-12534,192.168.232.84,172.16.164.53,8080,1433,udp,allow,6308101,20285356,SID420249,0,BLOCK_EXTERNAL_RDP,unknown
FW000019179,08-21-2026 10:39:46 AM,VDR-12423,192.168.82.69,10.103.121,80,135,udp,deny,33079800,4203929,SID837895,False,UNKNOWN,RU
FW000003774,2026-08-02 23:48:18,VDR-11858,162.45.28.232,121.118.50.193,NA,25,udp,allow,33669775,17638767,SID615903,False,block_tor_exit,CN
FW000013313,24-Aug-2026 07:18:28,WS-11529,172.16.93.13,74.123.10.239,8080,25,tcp,allow,-31274277,18118966,NA,N,DENY_TELNET,RU
FW000022790,1786745093,WS-11648,88.66.166.215,137.100.170.159,25,135,udp,deny,29493599,40253428,SID158343,False,MONITOR_DB_ACCESS,US
FW000024992,2026-09-09 14:49:30,VDR-12560,192.168.75.,10.190.116,,8080,tcp,deny,3704040,32186712,SID985033,N,block_tor_exit,US
FW000013805,29/08/2026,LPT-10842,10-244.21,10.139.182.,8080,3306,icmp,deny,7454999,-13712959,SID729109,False,DENY_TELNET,RU
FW000029527,,VDR-12435,10.132.45.0,10.141.30,8443,443,tcp,deny,11335911,,SID265025,True,,US
FW000025273,09-06-2026 03:55:00 AM,WS-11854,,106.164.217.94,3389,25,tcp,allow,27668709,NA,SID380236,False,ALLOW_INTERNAL_DNS,IN
FW000014265,2026-09-01T21:56:22,LPT-12782,160.150.23.12,178.224.97.142,1433,NA,tcp,allow,9579467,,SID359910,False,,
FW000000136,06/09/2026,,10.5.156,172-16.254.80,3389,8443,other,allow,2347571,27740456,SID888049,False,,CN
FW000016445,14/08/2026 20:16,WS-10695,172.16.219.8,999.999.999.999,445,135,tcp,allow,25527254,14780856,SID455067,False,block_tor_exit,RU
FW000018599,,LPT-11335,54.1.104.151,10.0.67.0,80,80,tcp,allow,NA,NA,SID542817,False,NA,CN
FW000017476,07/09/2026,WS-10078,172.16.7.130,10.252.119,8080,22,tcp,allow,NA,36958130,SID219683,False,UNKNOWN,
FW000020415,18/08/2026,VDR-11396,172.16.243.159,192.168.97.216,135,25,udp,allow,40357364,,SID167126,0,ALLOW_INTERNAL_DNS,IN
FW000021445,2026/09/04,LPT-10541,172.16.248.74,192.168.51.11,1433,73403,tcp,allow,12833379,40222126,SID141181,False,allow_office_apps,IN
FW000014300,2026-08-01 19:09:35,LPT-11034,,,135,8080,tcp,allow,32051360,26001832,SID966001,False,ALLOW_WEB,US
FW000012247,15/08/2026,WS-11985,UNKNOWN,158.175.44.69.0,-2,,tcp,deny,31078419,45882651,SID347388,False,ALLOW_INTERNAL_DNS,IN
FW000012938,2026/09/08,LPT-10245,172.16.3.45,199.125.205.13,8080,135,tcp,allow,17600271,32895371,SID-726272,False,block_tor_exit,CN
FW000023962,,VDR-11033,167.8.134.,190.149.20.,8080,22,udp,allow,40497692,44741954,SID365752,False,ALLOW_INTERNAL_DNS,CN
FW000015410,1786652003,WS-12862,,62.113.92.91,3389,3389,other,allow,42488299,NA,SID667504,False,block_tor_exit,
FW000028632,08-12-2026 05:35:12 PM,LPT-11655,181.10.62.67,12.127.38.234.0,NA,3389,tcp,allow,44296722,7760846,SID220378,False,BLOCK_EXTERNAL_RDP,RU
FW000029053,2026-09-01 22:22:56,VDR-12922,84.45.214.95,172.16.60.87,25,-5,tcp,allow,49199185,4740403,SID727499,False,UNKNOWN,
FW000002585,08-31-2026 07:17:50 PM,VDR-12663,172.16.36.119,102.83.225.,443,1433,tcp,allow,-17196446,21598001,,False,MONITOR_DB_ACCESS,unknown
FW000015626,06/08/2026,VDR-11731,122.191.68.200,192.168.214.83,25,135,other,allow,2786619,43325921,SID535491,True,allow_office_apps,unknown
FW000019244,04/09/2026 00:46,VDR-12784,87.17.138.177,192.168.113.171,80,135,icmp,deny,31917055,29113458,SID196716,N,BLOCK_EXTERNAL_RDP,RU
FW000010280,2026-08-23 23:10:25,WS-12179,10.11.106,218-180.155.11,NA,1433,tcp,allow,42055496,37347269,SID250099,False,allow_office_apps,US
FW000008791,26/08/2026 12:26,LPT-12414,UNKNOWN,22.84.112.39,443,3389,tcp,deny,46683117,37090700,SID369375,N,MONITOR_DB_ACCESS,
FW000015634,08-03-2026 07:51:20 AM,WS-10407,,192.168.171.173.0,22,445,tcp,allow,39402556,34160343,sid246411,True,MONITOR_DB_ACCESS,unknown
FW000003040,2026-08-05 05:49:00,WS-10471,121.48.155.,172.16.99.117,1433,3306,other,deny,41280564,44903531,SID385304,False,,unknown
FW000020183,18/08/2026 06:38,VDR-10484,172.16.245.8,10.54.183,,22,other,allow,NA,32788670,SID435552,False,BLOCK_EXTERNAL_RDP,
FW000020871,24/08/2026,VDR-10296,172.16.170.2,192-168.111.178,3306,445,other,allow,-22132810,,SID195850,N,block_tor_exit,CN
FW000003998,22-Aug-2026 01:51:20,WS-12736,999.999.999.999,192.168.232.138,8080,53,tcp,allow,35248673,NA,SID900638,N,MONITOR_DB_ACCESS,IN
FW000020721,08-08-2026 05:16:40 AM,VDR-11798,172.16.189.46.0,,443,135,tcp,deny,33125349,25401891,SID750093,0,allow_office_apps,IN
FW000022483,2026/08/22,WS-10806,192.168.222.101,121.157.143.117,90549,NA,tcp,allow,NA,,SID985456,N,BLOCK_EXTERNAL_RDP,IN
FW000006567,2026-08-14T17:45:55,LPT-11270,172.16.150.174,192.168.159.228,135,3389,other,allow,NA,35264098,NA,False,,
FW000016983,,WS-11182,UNKNOWN,157.240.35.157,8080,445,tcp,deny,15515555,23658040,SID989490,False,,US
FW000029135,11-Aug-2026 17:55:48,VDR-11279,213.83.144.63,192.168.236.94,1433,8443,other,deny,40167153,34288372,sid579386,False,MONITOR_DB_ACCESS,RU
FW000011107,2026-08-24T09:22:39,WS-11260,10.27.3.,,443,8443,other,allow,47055921,6301945,sid675135,False,BLOCK_EXTERNAL_RDP,IN
FW000011481,2026/08/29,VDR-10016,172.16.108.130,61.50.110.230,,1433,tcp,allow,15795730,1247952,,True,,US
FW000018604,1787791424,LPT-12408,172.16.252.192,999.999.999.999,-3,8080,tcp,allow,30471618,38345833,,False,DENY_TELNET,RU
FW000000426,2026-08-19T09:10:52,LPT-11341,172.16.77.106,82.125.43.189,NA,8080,udp,allow,37879976,,SID610705,N,BLOCK_EXTERNAL_RDP,CN
FW000024627,2026-09-05T06:24:22,WS-12868,115.185.198.,177.195.31.,3389,53,tcp,deny,4541890,5453583,SID785306,no,block_tor_exit,CN
FW000020349,2026/08/02,LPT-12885,UNKNOWN,172.16.112.215,0,NA,tcp,deny,46575790,49900131,SID313309,False,ALLOW_WEB,CN
FW000005269,2026-09-05 09:08:46,WS-11766,10.12.124,160.174.39.110,80,135,tcp,allow,20917191,19320148,,False,,IN
FW000013571,20/08/2026 00:26,VDR-11588,,172.16.223.213,25,8080,tcp,deny,22239077,39216742,SID112740,no,ALLOW_INTERNAL_DNS,RU
FW000017761,2026/09/08,VDR-10231,151.216.173.4,172.16.102.,22,3389,other,deny,,,SID650293,False,UNKNOWN,US
FW000004694,08-17-2026 07:38:15 AM,VDR-11815,172.16.1.188,134.154.197.27.0,443,3389,tcp,allow,38166190,-15703325,SID616224,False,BLOCK_EXTERNAL_RDP,
FW000014230,1787161879,LPT-10957,172-16.88.35,UNKNOWN,8443,79524,tcp,allow,-48193915,5244834,SID984045,N,,unknown
FW000028324,1788769643,VDR-11482,191.87.0.160,145.137.113.51,NA,-3,tcp,deny,,31687966,NA,False,DENY_TELNET,IN
FW000025324,,,114.20.161.139,223.94.215.51,445,8443,udp,allow,7449051,21830619,SID225018,False,,
FW000006811,2026-08-04 08:52:52,WS-11553,172.16.1.39,,135,8080,other,allow,21805745,-11384543,SID947479,False,UNKNOWN,
FW000002532,1787724902,LPT-12885,172.16.118.172,172.16.48.138,3306,443,tcp,allow,31972831,11875543,SID305092,False,DENY_TELNET,IN
FW000023288,21/08/2026 18:34,WS-11893,10.126.129,192.168.3.225,69028,1433,tcp,allow,27342079,-32855098,SID263449,False,MONITOR_DB_ACCESS,RU
FW000029284,08-22-2026 08:49:20 PM,WS-12439,172.16.209.114,192.168.106.54,443,22,tcp,allow,35366907,NA,SID336585,False,,IN
FW000025304,02/09/2026,WS-10971,172.16.126.61,999.999.999.999,135,8443,tcp,allow,43578818,43471964,SID108704,0,UNKNOWN,unknown
FW000021130,17-Aug-2026 22:24:49,WS-10408,10.68.76,10-138.153,443,80,udp,allow,22677982,42229710,sid362382,False,MONITOR_DB_ACCESS,CN
FW000026489,08-03-2026 07:42:15 PM,LPT-11303,10.14.19,172.16.244.136,445,25,udp,allow,,29271173,SID515385,N,ALLOW_WEB,RU
FW000007016,03/08/2026 08:21,LPT-10741,24.201.162.193.0,172.16.161.206,22,NA,tcp,allow,NA,24697426,SID558469,no,ALLOW_WEB,
FW000016070,2026-08-30 12:24:54,WS-12846,UNKNOWN,UNKNOWN,25,25,tcp,deny,4251893,39214092,sid978572,1,ALLOW_WEB,CN
FW000004112,08-05-2026 08:03:46 AM,VDR-12071,172.16.119.168,UNKNOWN,25,1433,other,allow,37791797,37537504,SID399174,N,ALLOW_WEB,RU
FW000017532,2026-09-06 05:35:20,WS-12356,123.30.29.,154.32.8.192,3389,-4,tcp,allow,22525177,10327106,SID886248,True,NA,RU
FW000000326,12-Aug-2026 13:21:43,LPT-10944,10.90.77,103.112.83.58,22,25,udp,deny,NA,14379648,SID938592,False,ALLOW_WEB,
FW000011407,08-13-2026 01:05:24 PM,WS-10895,192.168.218.146,10.201.95,8443,8443,other,deny,16971610,3746283,,False,block_tor_exit,US
FW000028778,,WS-10190,172.16.98.112,85.205.102.,443,3389,tcp,allow,-29320052,12327751,SID560950,False,DENY_TELNET,RU
FW000005361,,VDR-11145,172.16.5.158,192.168.93.27,25,445,tcp,allow,29853108,49626759,NA,no,UNKNOWN,RU
FW000010026,1787412439,VDR-11387,184.81.2.143,UNKNOWN,25,8080,tcp,allow,-40551236,38052823,sid412471,False,ALLOW_WEB,RU
FW000011851,08-02-2026 06:40:36 AM,VDR-10693,10.152.163,89-23.41.206,67036,135,other,allow,43188403,4459552,SID131292,False,NA,
FW000021467,08-05-2026 03:29:18 PM,WS-11633,172.16.238.1,205.100.203.77,,8443,other,deny,-26065301,20646362,SID470086,Y,DENY_TELNET,
FW000028418,29/08/2026 14:18,VDR-11090,172.16.89.229,192.168.190.63.0,22,22,tcp,allow,40335205,NA,SID176618,True,ALLOW_INTERNAL_DNS,IN
FW000005236,2026-09-05 06:30:06,VDR-12367,172.16.152.161,10.45.101.0,3389,53,tcp,allow,27728877,,SID244965,False,allow_office_apps,RU
FW000026420,25/08/2026,VDR-11387,10.144.86,217.205.59.88,-2,3389,udp,allow,45759856,46211693,SID489636,no,DENY_TELNET,
FW000013583,1787037246,WS-10436,999.999.999.999,33-47.165.119,,1433,other,deny,41464197,6511656,SID158162,False,NA,IN
FW000028234,07/09/2026 09:23,WS-11952,172.16.173.127,192.168.128.178,22,3306,udp,allow,47078805,12184453,SID570544,N,block_tor_exit,
FW000002198,2026/08/05,WS-10181,107.253.205.,192-168.68.145,135,-1,other,allow,20609136,45550807,NA,False,BLOCK_EXTERNAL_RDP,IN
FW000029770,11/08/2026,VDR-11507,172.16.67.222,178.101.203.16,3306,8443,tcp,allow,6358579,21602544,SID501474,False,ALLOW_WEB,CN
FW000017336,06/09/2026 17:05,LPT-12888,192.168.207.23,192.168.93.200,445,53,tcp,allow,23014113,NA,SID512242,0,ALLOW_WEB,IN
FW000027011,10/08/2026,WS-10111,192-168.103.75,14.3.238.156,3389,,tcp,allow,11589668,-1652581,SID145450,no,MONITOR_DB_ACCESS,CN
FW000011355,2026-08-10T11:36:00,VDR-11433,76.227.161.107,999.999.999.999,443,22,icmp,allow,10181672,9540077,SID106310,False,MONITOR_DB_ACCESS,
FW000021514,2026/08/14,LPT-12065,UNKNOWN,,8443,8080,other,allow,38759184,15935971,SID660920,0,,CN
FW000008701,08-23-2026 03:51:39 PM,VDR-10077,192.168.70.104.0,UNKNOWN,53,53,tcp,deny,2202233,38226585,SID-551192,False,ALLOW_WEB,unknown
FW000029625,08-06-2026 04:08:51 PM,LPT-12202,172.16.108.195,171.255.68.220,NA,,other,allow,NA,3491625,SID976496,no,DENY_TELNET,IN
FW000000654,2026-08-04T17:35:38,WS-11245,172.16.196.171,192.168.79.112,25,79975,tcp,allow,,45936998,SID913559,False,UNKNOWN,RU
FW000016368,,WS-11443,10.79.65,999.999.999.999,87870,135,tcp,allow,-22893236,NA,SID590090,False,BLOCK_EXTERNAL_RDP,
FW000018163,11/08/2026 09:57,WS-11876,10.2.223,66.198.48.140.0,22,8443,other,allow,2548039,42120067,,False,BLOCK_EXTERNAL_RDP,IN
FW000007663,08-16-2026 10:38:42 PM,VDR-11256,192.168.24.91,86.66.142.,8080,53,other,allow,18722777,26591292,SID259754,False,allow_office_apps,IN
FW000017436,2026-08-08 13:40:24,WS-10908,172.16.127.140,172.16.14.187,80,80,icmp,allow,8818825,12401545,SID270196,False,DENY_TELNET,CN
FW000003235,05-Sep-2026 14:44:31,LPT-10464,,42.77.252.226,8080,53,tcp,allow,30326071,37951868,SID100214,False,UNKNOWN,CN
FW000019063,09-03-2026 05:55:38 AM,LPT-11349,32.131.237.141,199.207.57.,3306,NA,udp,allow,NA,-39712812,SID588363,False,ALLOW_INTERNAL_DNS,IN
FW000010591,08-25-2026 11:08:46 PM,LPT-11438,172.16.241.243,10.93.91.,443,,icmp,allow,NA,11760977,SID252099,no,UNKNOWN,unknown
FW000010919,,VDR-10222,79.180.19.238,10.63.208,135,80,tcp,deny,9538239,39684710,SID693362,False,DENY_TELNET,IN
FW000009306,,WS-12309,999.999.999.999,126.116.0.,,8080,tcp,deny,21358695,,SID551361,1,NA,US
FW000022072,08-03-2026 12:59:48 PM,LPT-12504,192.168.58.80,65.221.160.37,22,3389,tcp,allow,12316158,29229053,SID-489980,0,UNKNOWN,US
FW000024900,2026-08-20 12:02:50,LPT-12116,192.168.63.,118.67.219.81,1433,443,other,allow,49837968,NA,NA,False,ALLOW_WEB,CN
FW000013219,07-Sep-2026 14:27:20,WS-10448,192.168.145.210,56.175.40.81,445,,tcp,deny,14842933,48472332,SID178631,N,BLOCK_EXTERNAL_RDP,US
FW000024203,01/08/2026 01:43,VDR-12332,192.168.57.210,28.109.21.88,53,53,other,allow,3429498,32291277,SID365370,False,UNKNOWN,US
FW000008566,25/08/2026 20:53,VDR-11014,169.20.202.191,73.124.134.151.0,8443,3306,other,allow,26336845,44398231,SID473399,False,,US
FW000002100,05/09/2026,WS-12929,192.168.243.219,30.99.11.82,8080,445,other,deny,31884270,8145947,SID351927,N,ALLOW_INTERNAL_DNS,US
FW000022407,25/08/2026,LPT-10182,999.999.999.999,10.54.101,8080,135,tcp,allow,22751409,40013957,SID-223117,0,NA,RU
FW000025824,09-08-2026 12:33:53 AM,LPT-12294,10-76.218,192.168.45.155,8080,25,tcp,allow,28759247,22112619,SID432463,False,,IN
FW000023519,22-Aug-2026 15:47:32,LPT-11904,,,53,8080,other,allow,37214293,25325737,sid826798,no,DENY_TELNET,US
FW000022592,,LPT-12504,192.168.229.199.0,10.242.51,73629,72900,other,allow,43918413,34886123,SID166290,0,allow_office_apps,CN
FW000029760,1787681713,LPT-11191,212.25.33.170,172.16.118.187,25,8080,tcp,allow,45091149,2874224,SID846599,False,NA,CN
FW000001276,08-29-2026 06:32:57 PM,WS-10946,172.16.81.,55.17.235.75,3389,25,tcp,allow,610180,42464942,,False,block_tor_exit,RU
FW000018330,16/08/2026 13:22,,999.999.999.999,UNKNOWN,-3,445,udp,allow,,-33468479,SID728264,False,DENY_TELNET,RU
FW000013523,2026-08-22T22:49:48,LPT-12718,999.999.999.999,160.102.75.178,NA,53,tcp,allow,NA,43506800,SID263529,False,allow_office_apps,
FW000015431,1785681779,LPT-10897,172.16.236.189,UNKNOWN,3389,3306,udp,allow,14052536,33911802,SID845050,N,UNKNOWN,CN
FW000004305,2026-08-22 04:46:44,LPT-12970,192.168.170.151,999.999.999.999,80,3306,tcp,allow,11976443,29789013,SID868283,True,ALLOW_WEB,unknown
FW000000711,26/08/2026 14:54,WS-12112,10.102.151,999.999.999.999,-2,443,udp,allow,42874621,10749783,SID504910,N,UNKNOWN,IN
FW000018703,05/09/2026 08:15,VDR-10673,186.77.191.214,208.130.173.224,445,22,tcp,allow,49247804,30535794,SID844978,False,MONITOR_DB_ACCESS,RU
FW000021649,09-02-2026 09:08:13 PM,LPT-12687,999.999.999.999,125.41.104.,8080,-4,other,allow,33621741,33972070,NA,False,,
FW000009902,2026-09-08 10:59:37,LPT-12640,10.78.184,192.168.12.117,,8080,tcp,allow,36634944,NA,sid307440,False,NA,IN
FW000002133,08/08/2026 17:44,WS-12118,18.111.10.69,999.999.999.999,NA,8443,other,deny,49964646,819278,SID855464,False,BLOCK_EXTERNAL_RDP,CN
FW000026426,1788635064,,10.160.126,172.16.173.150,3306,3389,tcp,allow,48797754,,SID-841667,False,NA,IN
FW000025524,2026-08-06T16:09:55,VDR-12310,146.90.184.,172-16.159.18,0,92784,tcp,allow,4423901,48280985,SID-353625,N,ALLOW_WEB,US
FW000023274,11/08/2026 03:42,WS-11809,,172.16.210.46,25,3389,tcp,allow,39569623,11259221,NA,False,BLOCK_EXTERNAL_RDP,
FW000010732,2026-08-27 22:15:29,LPT-12617,172.16.164.214,,3306,8080,other,allow,44171605,42533485,SID871036,False,DENY_TELNET,US
FW000018562,2026-08-07T19:22:43,,10.29.220,196.192.231.241,25,1433,other,allow,42583187,48829709,SID535561,False,BLOCK_EXTERNAL_RDP,IN
FW000027635,2026-08-31 13:49:51,WS-11529,10.157.58,172.16.248.74,80,22,tcp,allow,18867593,28255723,SID450020,False,DENY_TELNET,CN
FW000011101,1787027537,WS-12930,10.254.159,66.153.182.138,135,53,tcp,deny,9126411,7257194,SID860361,False,MONITOR_DB_ACCESS,unknown
FW000025578,2026-08-08 11:42:08,VDR-12836,172.16.170.47,192.168.240.214,53,53,tcp,allow,26016945,41076909,SID324344,False,DENY_TELNET,IN
FW000007540,07-Sep-2026 02:13:32,LPT-11539,193.122.157.118,192-168.150.66,8443,-3,icmp,allow,20501917,-26169090,SID782516,False,NA,CN
FW000029493,2026-09-07 15:24:21,VDR-12463,10.91.210,10.206.154,80,135,udp,allow,44718455,15046138,SID589161,no,block_tor_exit,IN
FW000009055,2026/08/07,WS-10817,10.94.215,191.253.44.104,3306,NA,tcp,allow,44404940,43779093,SID423688,1,block_tor_exit,IN
FW000010042,2026-08-21T09:19:37,WS-11698,172.16.113.39,999.999.999.999,80,443,tcp,allow,44917132,NA,SID497709,False,UNKNOWN,unknown
FW000025005,08-08-2026 11:57:03 AM,LPT-12000,192.168.157.193,UNKNOWN,135,3389,tcp,deny,34738083,48862233,SID427680,False,,RU
FW000028365,08-Sep-2026 02:07:20,,192.168.33.61,10.73.212,135,83448,other,deny,2304629,NA,SID478557,False,allow_office_apps,RU
